delta_deg,mean_xi,range_xi,range_over_mean_abs
0.0,0.0024296752912024385,3.94681911243186e-06,0.0016244224595454446
45.0,0.0017201817754533976,1.2813619387840036e-05,0.007448991479091029
90.0,6.613953383385019e-06,1.361362035101773e-05,2.058318158881592
180.0,-0.002417976250045414,4.394978405396644e-06,0.0018176267882342096
