a_electric_depth,b_magnetic_depth,depth_ratio_a_over_b,phase_uniform_pole_u,approximation,error_threshold_pct,worst_case_phase_deg,u_at_threshold,u_threshold_fraction_of_pole,status
0.2,0.15,1.3333333333333335,0.8512565307587485,O(6),1,0,0.7977382913185185,0.9371303038432753,crossed_before_phase_uniform_pole
0.2,0.15,1.3333333333333335,0.8512565307587485,O(6),5,0,0.8311063504272382,0.9763288978076329,crossed_before_phase_uniform_pole
0.2,0.15,1.3333333333333335,0.8512565307587485,O(6),10,0,0.8420210604866804,0.9891507789504577,crossed_before_phase_uniform_pole
0.2,0.2,1,0.8333333333333334,O(2),0.1,0,0.2665325579455113,0.31983906953461355,crossed_before_phase_uniform_pole
0.2,0.2,1,0.8333333333333334,O(2),1,0,0.5281269444103386,0.6337523332924063,crossed_before_phase_uniform_pole
0.2,0.2,1,0.8333333333333334,O(2),5,0,0.7004186344337862,0.8405023613205433,crossed_before_phase_uniform_pole
0.2,0.2,1,0.8333333333333334,O(2),10,0,0.7592133425023905,0.9110560110028685,crossed_before_phase_uniform_pole
0.2,0.2,1,0.8333333333333334,O(4),0.1,0,0.6096336239751348,0.7315603487701617,crossed_before_phase_uniform_pole
0.2,0.2,1,0.8333333333333334,O(4),1,0,0.7274447754375166,0.8729337305250199,crossed_before_phase_uniform_pole
0.2,0.2,1,0.8333333333333334,O(4),5,0,0.7909985755373312,0.9491982906447974,crossed_before_phase_uniform_pole
0.2,0.2,1,0.8333333333333334,O(4),10,0,0.8119934891963704,0.9743921870356445,crossed_before_phase_uniform_pole
0.2,0.2,1,0.8333333333333334,O(6),0.1,0,0.708492602157415,0.8501911225888981,crossed_before_phase_uniform_pole
0.2,0.2,1,0.8333333333333334,O(6),1,0,0.7752972318121422,0.9303566781745706,crossed_before_phase_uniform_pole
0.2,0.2,1,0.8333333333333334,O(6),5,0,0.8114444453159371,0.9737333343791245,crossed_before_phase_uniform_pole
0.2,0.2,1,0.8333333333333334,O(6),10,0,0.8233251724860666,0.9879902069832799,crossed_before_phase_uniform_pole
0.2,0.3,0.6666666666666667,0.8006407690254357,O(2),0.1,0,0.2269361029317436,0.28344310171461434,crossed_before_phase_uniform_pole
0.2,0.3,0.6666666666666667,0.8006407690254357,O(2),1,0,0.4771252364182296,0.5959292292834413,crossed_before_phase_uniform_pole
0.2,0.3,0.6666666666666667,0.8006407690254357,O(2),5,0,0.6551760682872458,0.8183146470104765,crossed_before_phase_uniform_pole
0.2,0.3,0.6666666666666667,0.8006407690254357,O(2),10,0,0.7186749222566411,0.8976246901983695,crossed_before_phase_uniform_pole
0.2,0.3,0.6666666666666667,0.8006407690254357,O(4),0.1,0,0.5591778607221028,0.6984129241916461,crossed_before_phase_uniform_pole
0.2,0.3,0.6666666666666667,0.8006407690254357,O(4),1,0,0.6834322450036885,0.8536066004177917,crossed_before_phase_uniform_pole
0.2,0.3,0.6666666666666667,0.8006407690254357,O(4),5,0,0.7532150097336703,0.9407652456300801,crossed_before_phase_uniform_pole
0.2,0.3,0.6666666666666667,0.8006407690254357,O(4),10,0,0.7767090366873688,0.9701092758901132,crossed_before_phase_uniform_pole
0.2,0.3,0.6666666666666667,0.8006407690254357,O(6),0.1,0,0.6626591169812066,0.8276609718336171,crossed_before_phase_uniform_pole
0.2,0.3,0.6666666666666667,0.8006407690254357,O(6),1,0,0.7355738961062854,0.9187315017715727,crossed_before_phase_uniform_pole
0.2,0.3,0.6666666666666667,0.8006407690254357,O(6),5,0,0.7759772725594528,0.9691953027872862,crossed_before_phase_uniform_pole
0.2,0.3,0.6666666666666667,0.8006407690254357,O(6),10,0,0.7893910338037862,0.9859490852116574,crossed_before_phase_uniform_pole
0.3,0.05,5.999999999999999,0.8559209850218258,O(2),0.1,0,0.33853307181691994,0.3955190697985836,crossed_before_phase_uniform_pole
0.3,0.05,5.999999999999999,0.8559209850218258,O(2),1,0,0.5810647284748228,0.6788766003441379,crossed_before_phase_uniform_pole
0.3,0.05,5.999999999999999,0.8559209850218258,O(2),5,0,0.735777518693282,0.859632526330126,crossed_before_phase_uniform_pole
0.3,0.05,5.999999999999999,0.8559209850218258,O(2),10,0,0.7884569049591406,0.9211795466599467,crossed_before_phase_uniform_pole
0.3,0.05,5.999999999999999,0.8559209850218258,O(4),0.1,0,0.658064072744848,0.7688374093644491,crossed_before_phase_uniform_pole
0.3,0.05,5.999999999999999,0.8559209850218258,O(4),1,0,0.7623485865762593,0.8906763590529557,crossed_before_phase_uniform_pole
0.3,0.05,5.999999999999999,0.8559209850218258,O(4),5,0,0.8181964087313863,0.95592516488017,crossed_before_phase_uniform_pole
0.3,0.05,5.999999999999999,0.8559209850218258,O(4),10,0,0.8366737607939935,0.9775128492411698,crossed_before_phase_uniform_pole
0.3,0.05,5.999999999999999,0.8559209850218258,O(6),0.1,0,0.7466729427749987,0.872362000513352,crossed_before_phase_uniform_pole
0.3,0.05,5.999999999999999,0.8559209850218258,O(6),1,0,0.804958146502642,0.9404584775802824,crossed_before_phase_uniform_pole
0.3,0.05,5.999999999999999,0.8559209850218258,O(6),5,0,0.8364785694619216,0.9772848009335716,crossed_before_phase_uniform_pole
0.3,0.05,5.999999999999999,0.8559209850218258,O(6),10,0,0.8468867999201463,0.9894450711458498,crossed_before_phase_uniform_pole
0.3,0.1,2.9999999999999996,0.8362420100070908,O(2),0.1,0,0.28730422519801424,0.34356588375125774,crossed_before_phase_uniform_pole
0.3,0.1,2.9999999999999996,0.8362420100070908,O(2),1,0,0.5399147374946686,0.6456441210004392,crossed_before_phase_uniform_pole
0.3,0.1,2.9999999999999996,0.8362420100070908,O(2),5,0,0.7058233137203579,0.8440419224027899,crossed_before_phase_uniform_pole
0.3,0.1,2.9999999999999996,0.8362420100070908,O(2),10,0,0.7630374979199275,0.9124601356890184,crossed_before_phase_uniform_pole
0.3,0.1,2.9999999999999996,0.8362420100070908,O(4),0.1,0,0.6194847665202968,0.7407960364429,crossed_before_phase_uniform_pole
0.3,0.1,2.9999999999999996,0.8362420100070908,O(4),1,0,0.7330660690785133,0.8766195195961244,crossed_before_phase_uniform_pole
0.3,0.1,2.9999999999999996,0.8362420100070908,O(4),5,0,0.7946945200481501,0.9503164281849601,crossed_before_phase_uniform_pole
0.3,0.1,2.9999999999999996,0.8362420100070908,O(4),10,0,0.8151639646295001,0.9747943237419848,crossed_before_phase_uniform_pole
0.3,0.1,2.9999999999999996,0.8362420100070908,O(6),0.1,0,0.7151958593205979,0.8552498568142176,crossed_before_phase_uniform_pole
0.3,0.1,2.9999999999999996,0.8362420100070908,O(6),1,0,0.7796828439173289,0.9323650744486249,crossed_before_phase_uniform_pole
0.3,0.1,2.9999999999999996,0.8362420100070908,O(6),5,0,0.8147607586741351,0.9743121595472422,crossed_before_phase_uniform_pole
0.3,0.1,2.9999999999999996,0.8362420100070908,O(6),10,0,0.8263452092831013,0.9881651476420019,crossed_before_phase_uniform_pole
0.3,0.15,2,0.8178608201095307,O(2),0.1,0,0.2522869651217808,0.3084717581751791,crossed_before_phase_uniform_pole
0.3,0.15,2,0.8178608201095307,O(2),1,0,0.5058224903992709,0.6184701332575504,crossed_before_phase_uniform_pole
0.3,0.15,2,0.8178608201095307,O(2),5,0,0.6791299215676654,0.8303734631483068,crossed_before_phase_uniform_pole
0.3,0.15,2,0.8178608201095307,O(2),10,0,0.7398779484433772,0.9046501926138121,crossed_before_phase_uniform_pole
0.3,0.15,2,0.8178608201095307,O(4),0.1,0,0.5870162293101738,0.7177458742082286,crossed_before_phase_uniform_pole
0.3,0.15,2,0.8178608201095307,O(4),1,0,0.7069394063323746,0.8643761737329573,crossed_before_phase_uniform_pole
0.3,0.15,2,0.8178608201095307,O(4),5,0,0.7731181807484568,0.9452930886760393,crossed_before_phase_uniform_pole
0.3,0.15,2,0.8178608201095307,O(4),10,0,0.7952380658368147,0.9723391147778833,crossed_before_phase_uniform_pole
0.3,0.15,2,0.8178608201095307,O(6),0.1,0,0.6874181156979099,0.8405074540749471,crossed_before_phase_uniform_pole
0.3,0.15,2,0.8178608201095307,O(6),1,0,0.7566615303124534,0.9251715104913801,crossed_before_phase_uniform_pole
0.3,0.15,2,0.8178608201095307,O(6),5,0,0.7946578913763143,0.9716297343475764,crossed_before_phase_uniform_pole
0.3,0.15,2,0.8178608201095307,O(6),10,0,0.8072331562797732,0.9870055349657976,crossed_before_phase_uniform_pole
0.3,0.2,1.4999999999999998,0.8006407690254357,O(2),0.1,0,0.2269361029317436,0.28344310171461434,crossed_before_phase_uniform_pole
0.3,0.2,1.4999999999999998,0.8006407690254357,O(2),1,0,0.4771252364182297,0.5959292292834414,crossed_before_phase_uniform_pole
0.3,0.2,1.4999999999999998,0.8006407690254357,O(2),5,0,0.6551760682872458,0.8183146470104765,crossed_before_phase_uniform_pole
0.3,0.2,1.4999999999999998,0.8006407690254357,O(2),10,0,0.7186749222566411,0.8976246901983695,crossed_before_phase_uniform_pole
0.3,0.2,1.4999999999999998,0.8006407690254357,O(4),0.1,0,0.559177860722103,0.6984129241916462,crossed_before_phase_uniform_pole
0.3,0.2,1.4999999999999998,0.8006407690254357,O(4),1,0,0.6834322450036885,0.8536066004177917,crossed_before_phase_uniform_pole
0.3,0.2,1.4999999999999998,0.8006407690254357,O(4),5,0,0.7532150097336703,0.9407652456300801,crossed_before_phase_uniform_pole
0.3,0.2,1.4999999999999998,0.8006407690254357,O(4),10,0,0.7767090366873688,0.9701092758901132,crossed_before_phase_uniform_pole
0.3,0.2,1.4999999999999998,0.8006407690254357,O(6),0.1,0,0.6626591169812066,0.8276609718336171,crossed_before_phase_uniform_pole
0.3,0.2,1.4999999999999998,0.8006407690254357,O(6),1,0,0.7355738961062854,0.9187315017715727,crossed_before_phase_uniform_pole
0.3,0.2,1.4999999999999998,0.8006407690254357,O(6),5,0,0.7759772725594528,0.9691953027872862,crossed_before_phase_uniform_pole
0.3,0.2,1.4999999999999998,0.8006407690254357,O(6),10,0,0.7893910338037862,0.9859490852116574,crossed_before_phase_uniform_pole
0.3,0.3,1,0.7692307692307692,O(2),0.1,0,0.19247039271181507,0.2502115105253596,crossed_before_phase_uniform_pole
0.3,0.3,1,0.7692307692307692,O(2),1,0,0.431398051516431,0.5608174669713604,crossed_before_phase_uniform_pole
0.3,0.3,1,0.7692307692307692,O(2),5,0,0.6138816468572895,0.7980461409144765,crossed_before_phase_uniform_pole
0.3,0.3,1,0.7692307692307692,O(2),10,0,0.6811661850727959,0.8855160405946347,crossed_before_phase_uniform_pole
0.3,0.3,1,0.7692307692307692,O(4),0.1,0,0.5136280571672157,0.6677164743173805,crossed_before_phase_uniform_pole
0.3,0.3,1,0.7692307692307692,O(4),1,0,0.642707529561273,0.8355197884296549,crossed_before_phase_uniform_pole
0.3,0.3,1,0.7692307692307692,O(4),5,0,0.7176337315467256,0.9329238510107434,crossed_before_phase_uniform_pole
0.3,0.3,1,0.7692307692307692,O(4),10,0,0.7432378857980627,0.9662092515374816,crossed_before_phase_uniform_pole
0.3,0.3,1,0.7692307692307692,O(6),0.1,0,0.62025718177318,0.8063343363051341,crossed_before_phase_uniform_pole
0.3,0.3,1,0.7692307692307692,O(6),1,0,0.698212259919717,0.9076759378956322,crossed_before_phase_uniform_pole
0.3,0.3,1,0.7692307692307692,O(6),5,0,0.74226262944407,0.9649414182772911,crossed_before_phase_uniform_pole
0.3,0.3,1,0.7692307692307692,O(6),10,0,0.7569949063489119,0.9840933782535856,crossed_before_phase_uniform_pole
