model,C,D,n,n_nonnull,median_rel_nonnull,p95_rel_nonnull,worst_rel_nonnull,median_abs_phase_err_rad,p95_abs_phase_err_rad,worst_abs_phase_err_rad,heldout_SSE
one_time_fit,0.005106384405199381,-0.0042607767502395215,96,72,0.015042739603406602,0.07063504356530938,0.1273452257974783,5.739727037315626e-06,0.0003581568628031888,0.0005135312238701839,9.673966230700587e-07
